filename,gtlabel,topk0,topk1,topk2,topk3,topk4,topk5,topk6,topk7,topk8,topk9
n01440764_148.JPEG,0,0,3,4,8,5,2,6,1,7,9
n01440764_1469.JPEG,0,0,3,8,1,7,2,4,6,9,5
n01440764_1478.JPEG,0,0,4,8,2,1,3,5,6,7,9
n01440764_1514.JPEG,0,0,9,4,2,5,8,7,6,1,3
n01440764_1537.JPEG,0,1,8,3,6,9,0,5,2,7,4
n01440764_1552.JPEG,0,0,4,2,5,7,9,1,6,8,3
n01440764_1559.JPEG,0,0,5,2,1,8,4,3,7,6,9
n01440764_1561.JPEG,0,0,3,7,4,2,1,9,5,8,6
n01440764_1564.JPEG,0,3,0,5,1,7,8,9,2,4,6
n01440764_1566.JPEG,0,0,9,5,7,4,2,6,1,8,3
n01440764_1577.JPEG,0,0,5,9,8,3,7,1,2,6,4
n01440764_1608.JPEG,0,0,3,8,2,9,5,4,1,6,7
n01440764_1656.JPEG,0,0,7,8,9,4,3,5,2,1,6
n01440764_1657.JPEG,0,0,8,2,1,4,9,5,7,6,3
n01440764_1666.JPEG,0,0,6,7,8,5,3,2,1,4,9
n01440764_14294.JPEG,0,0,8,1,2,5,9,4,7,6,3
n01440764_14310.JPEG,0,0,1,9,7,4,6,2,8,5,3
n01440764_14339.JPEG,0,0,5,6,8,7,2,1,9,4,3
n01440764_14341.JPEG,0,0,2,9,7,6,8,3,5,4,1
n01440764_14342.JPEG,0,0,3,6,1,7,2,4,8,9,5
n01440764_14383.JPEG,0,0,8,1,4,7,9,2,5,3,6
n01440764_14402.JPEG,0,0,5,7,8,2,1,4,3,6,9
n01440764_14405.JPEG,0,0,4,8,9,7,5,2,3,1,6
n01440764_14411.JPEG,0,0,8,6,4,1,2,7,5,9,3
n01440764_14435.JPEG,0,0,5,8,6,2,9,4,7,1,3
n01440764_14448.JPEG,0,0,6,4,3,7,8,1,2,5,9
n01440764_14489.JPEG,0,0,8,3,1,5,7,2,6,4,9
n01440764_14490.JPEG,0,0,8,4,2,5,9,1,3,7,6
n01440764_14506.JPEG,0,0,9,6,8,7,3,1,4,5,2
n01440764_14524.JPEG,0,0,5,8,4,2,7,6,1,3,9
n01440764_14530.JPEG,0,0,3,2,6,7,4,9,1,5,8
n01440764_14549.JPEG,0,0,1,3,5,6,8,7,2,4,9
n01440764_14555.JPEG,0,0,9,8,4,7,2,5,1,6,3
n01440764_14559.JPEG,0,0,3,6,4,1,7,5,2,9,8
n01440764_14609.JPEG,0,0,4,7,9,6,2,8,3,1,5
n01440764_14624.JPEG,0,0,6,4,3,5,7,2,1,8,9
n01440764_14633.JPEG,0,0,3,2,4,6,1,7,8,9,5
n01440764_14634.JPEG,0,0,2,9,5,7,3,8,6,4,1
n01440764_14639.JPEG,0,0,3,5,6,9,4,7,8,1,2
n01440764_14650.JPEG,0,0,8,9,2,5,4,7,1,3,6
n01440764_14685.JPEG,0,0,4,8,7,1,5,2,6,9,3
n01440764_14731.JPEG,0,0,3,5,2,7,4,9,1,6,8
n01440764_14771.JPEG,0,0,4,2,1,7,9,8,5,6,3
n01440764_14779.JPEG,0,0,5,4,8,2,6,1,9,3,7
n01440764_14790.JPEG,0,0,2,5,6,7,4,3,1,9,8
n01440764_14802.JPEG,0,0,3,1,4,7,9,8,6,2,5
n01440764_14855.JPEG,0,0,8,5,2,4,3,6,7,1,9
n01440764_14885.JPEG,0,0,8,3,5,4,9,6,2,7,1
n01440764_14891.JPEG,0,0,4,6,2,8,1,9,7,3,5
n01440764_14893.JPEG,0,0,7,8,3,1,4,6,5,9,2
n01440764_14907.JPEG,0,0,7,1,3,6,2,4,5,8,9
n01440764_15008.JPEG,0,0,5,6,4,8,7,2,9,1,3
n01440764_15049.JPEG,0,0,9,5,4,7,2,8,6,1,3
n01440764_15071.JPEG,0,0,1,5,8,7,4,2,3,6,9
n01440764_15073.JPEG,0,6,0,4,9,7,3,8,5,1,2
n01440764_15081.JPEG,0,0,2,1,3,4,8,6,7,9,5
n01440764_15203.JPEG,0,0,9,4,6,1,7,2,5,8,3
n01440764_15453.JPEG,0,0,3,5,1,8,6,2,7,4,9
n01440764_15560.JPEG,0,0,1,8,4,3,5,2,9,6,7
n01440764_15678.JPEG,0,0,2,1,5,9,8,7,4,6,3
n01440764_16051.JPEG,0,0,5,6,4,7,1,8,9,2,3
n01440764_16072.JPEG,0,0,1,6,7,4,2,9,8,3,5
n01440764_16090.JPEG,0,0,9,1,7,8,2,4,6,5,3
n01440764_16192.JPEG,0,0,5,2,8,1,6,4,7,9,3
n01440764_16220.JPEG,0,0,5,8,7,1,2,6,4,3,9
n01440764_16348.JPEG,0,0,5,9,8,6,2,7,4,1,3
n01440764_16857.JPEG,0,0,4,2,3,9,8,6,7,5,1
n01440764_16906.JPEG,0,0,1,3,2,5,4,6,7,8,9
n02102040_30.JPEG,1,1,9,6,7,4,2,8,0,5,3
n02102040_281.JPEG,1,1,2,4,7,6,9,0,5,8,3
n02102040_290.JPEG,1,1,9,2,6,4,7,5,8,0,3
n02102040_295.JPEG,1,1,5,2,6,8,9,7,3,4,0
n02102040_297.JPEG,1,1,9,6,7,4,2,8,5,0,3
n02102040_2696.JPEG,1,1,6,5,9,7,4,8,2,0,3
n02102040_2698.JPEG,1,1,2,3,8,6,7,9,5,4,0
n02102040_2700.JPEG,1,1,3,6,4,7,9,8,0,5,2
n02102040_2702.JPEG,1,1,8,4,6,2,7,9,0,3,5
n02102040_2730.JPEG,1,1,8,4,0,7,2,6,5,9,3
n02102040_2735.JPEG,1,1,2,4,8,0,7,9,6,5,3
n02102040_2737.JPEG,1,1,3,7,9,4,2,6,0,8,5
n02102040_2743.JPEG,1,1,3,9,6,5,4,0,7,2,8
n02102040_2746.JPEG,1,1,3,9,5,8,2,6,7,4,0
n02102040_2750.JPEG,1,1,9,6,4,3,7,8,5,0,2
n02102040_2762.JPEG,1,1,7,3,9,5,2,6,4,0,8
n02102040_2764.JPEG,1,1,0,2,7,6,4,5,8,3,9
n02102040_2768.JPEG,1,1,5,3,8,2,6,0,7,9,4
n02102040_2784.JPEG,1,1,9,4,5,8,2,6,3,7,0
n02102040_2785.JPEG,1,1,9,6,4,2,7,5,8,0,3
n02102040_2787.JPEG,1,1,4,7,2,5,9,8,6,3,0
n02102040_2788.JPEG,1,1,5,3,9,8,2,6,0,4,7
n02102040_2790.JPEG,1,1,3,0,4,7,6,2,8,9,5
n02102040_2792.JPEG,1,1,9,6,2,5,4,7,3,0,8
n02102040_2799.JPEG,1,1,6,3,2,4,9,7,0,5,8
n02102040_2806.JPEG,1,1,8,2,7,4,0,6,9,5,3
n02102040_2818.JPEG,1,1,9,2,5,6,3,7,8,0,4
n02102040_2823.JPEG,1,1,4,2,0,9,8,7,5,6,3
n02102040_2825.JPEG,1,1,9,2,8,4,5,7,0,6,3
n02102040_2830.JPEG,1,1,8,4,2,3,7,9,5,0,6
n02102040_2833.JPEG,1,1,3,9,4,2,7,6,5,0,8
n02102040_2836.JPEG,1,1,8,2,4,0,7,9,6,3,5
n02102040_2842.JPEG,1,1,9,8,4,6,0,7,5,2,3
n02102040_2852.JPEG,1,1,9,4,6,2,5,7,8,3,0
n02102040_2864.JPEG,1,1,5,6,9,2,3,7,0,8,4
n02102040_2876.JPEG,1,1,8,7,2,9,4,5,3,6,0
n02102040_2883.JPEG,1,1,9,4,8,2,7,0,5,6,3
n02102040_2887.JPEG,1,1,8,2,9,7,6,4,3,5,0
n02102040_2890.JPEG,1,1,2,7,8,4,5,3,0,6,9
n02102040_2893.JPEG,1,1,8,2,5,4,6,7,9,3,0
n02102040_2914.JPEG,1,3,1,5,4,7,6,2,0,8,9
n02102040_2920.JPEG,1,1,9,6,3,0,2,8,7,4,5
n02102040_2929.JPEG,1,1,9,3,2,5,7,8,6,4,0
n02102040_2930.JPEG,1,1,0,4,9,8,6,5,7,2,3
n02102040_2941.JPEG,1,1,9,4,6,5,2,8,7,3,0
n02102040_2948.JPEG,1,1,0,3,9,6,8,2,5,4,7
n02102040_2950.JPEG,1,1,9,2,5,8,7,4,6,0,3
n02102040_2951.JPEG,1,1,3,8,5,0,7,6,4,2,9
n02102040_2958.JPEG,1,1,5,6,9,8,4,7,2,0,3
n02102040_2959.JPEG,1,1,2,4,6,9,8,7,0,5,3
n02102040_2961.JPEG,1,1,2,0,4,7,5,6,9,8,3
n02102040_2977.JPEG,1,1,6,8,9,7,0,4,3,2,5
n02102040_2979.JPEG,1,1,9,8,4,5,2,6,0,3,7
n02102040_2983.JPEG,1,1,6,5,3,0,9,7,2,4,8
n02102040_2985.JPEG,1,1,8,9,2,4,7,6,5,0,3
n02102040_2986.JPEG,1,1,2,7,4,6,0,5,9,8,3
n02102040_2988.JPEG,1,1,3,6,9,7,5,2,4,0,8
n02102040_2989.JPEG,1,1,4,8,3,7,2,9,6,0,5
n02102040_2991.JPEG,1,9,1,7,3,4,5,6,0,2,8
n02102040_2993.JPEG,1,1,5,6,4,9,0,2,7,3,8
n02102040_2999.JPEG,1,1,9,8,4,2,3,6,7,0,5
n02102040_3006.JPEG,1,1,6,8,7,4,0,3,2,5,9
n02102040_3012.JPEG,1,1,2,4,9,7,3,6,5,0,8
n02102040_3013.JPEG,1,1,9,6,4,2,3,7,5,8,0
n02102040_3019.JPEG,1,1,9,0,4,5,6,2,8,7,3
n02102040_3022.JPEG,1,1,5,9,6,8,7,2,4,3,0
n02102040_3026.JPEG,1,1,8,9,0,3,7,2,6,5,4
n02979186_1504.JPEG,2,2,8,1,0,5,9,6,3,4,7
n02979186_1516.JPEG,2,2,8,3,7,6,5,9,1,4,0
n02979186_1519.JPEG,2,2,3,7,1,8,9,0,4,6,5
n02979186_1542.JPEG,2,2,7,8,5,0,6,9,1,3,4
n02979186_1561.JPEG,2,2,0,9,1,8,5,6,4,3,7
n02979186_1587.JPEG,2,2,7,6,3,5,1,4,9,0,8
n02979186_1611.JPEG,2,2,8,0,9,1,7,4,6,3,5
n02979186_14958.JPEG,2,2,0,9,8,1,4,7,3,5,6
n02979186_14964.JPEG,2,2,8,6,3,0,1,9,5,4,7
n02979186_14983.JPEG,2,2,5,8,4,9,1,7,0,3,6
n02979186_14999.JPEG,2,2,8,3,9,0,1,5,4,7,6
n02979186_15019.JPEG,2,2,5,8,3,0,1,9,7,6,4
n02979186_15039.JPEG,2,2,6,3,5,1,7,8,0,9,4
n02979186_15046.JPEG,2,3,6,2,7,8,5,1,4,0,9
n02979186_15067.JPEG,2,2,8,3,4,7,0,6,9,5,1
n02979186_15079.JPEG,2,2,9,0,1,8,6,4,3,5,7
n02979186_15085.JPEG,2,7,2,9,1,4,3,6,0,8,5
n02979186_15096.JPEG,2,5,1,3,7,4,6,2,9,8,0
n02979186_15127.JPEG,2,2,4,5,6,3,0,8,7,9,1
n02979186_15154.JPEG,2,2,9,1,0,4,8,7,3,5,6
n02979186_15169.JPEG,2,2,0,7,5,3,1,6,8,9,4
n02979186_15185.JPEG,2,2,9,8,0,1,4,7,5,3,6
n02979186_15188.JPEG,2,2,6,7,4,8,1,5,3,0,9
n02979186_15189.JPEG,2,2,8,7,9,1,0,3,4,5,6
n02979186_15197.JPEG,2,2,8,7,3,5,6,1,4,9,0
n02979186_15213.JPEG,2,2,4,7,0,5,8,3,1,6,9
n02979186_15226.JPEG,2,2,7,4,8,3,6,5,1,0,9
n02979186_15278.JPEG,2,2,9,3,8,7,5,0,1,4,6
n02979186_15298.JPEG,2,2,7,6,3,1,4,8,5,0,9
n02979186_15305.JPEG,2,2,7,4,5,3,8,1,9,0,6
n02979186_15319.JPEG,2,2,4,8,6,7,1,0,9,3,5
n02979186_15323.JPEG,2,2,6,8,7,0,3,9,1,5,4
n02979186_15335.JPEG,2,5,8,4,9,7,3,1,2,0,6
n02979186_15350.JPEG,2,2,9,8,1,0,4,7,5,3,6
n02979186_15382.JPEG,2,2,4,6,1,0,9,3,8,7,5
n02979186_15401.JPEG,2,2,6,3,1,8,9,4,0,5,7
n02979186_15409.JPEG,2,2,3,7,1,8,0,9,4,5,6
n02979186_15424.JPEG,2,2,6,4,3,7,1,9,5,0,8
n02979186_15432.JPEG,2,2,8,5,0,3,4,7,6,1,9
n02979186_15441.JPEG,2,2,7,3,1,5,6,8,4,9,0
n02979186_15467.JPEG,2,2,6,3,7,1,8,9,5,0,4
n02979186_15511.JPEG,2,2,7,8,9,5,3,0,4,1,6
n02979186_15521.JPEG,2,2,6,9,1,3,0,4,8,7,5
n02979186_15567.JPEG,2,2,7,6,8,0,4,1,9,3,5
n02979186_15568.JPEG,2,3,6,2,1,8,5,7,0,9,4
n02979186_15599.JPEG,2,2,8,3,6,0,7,1,5,4,9
n02979186_15615.JPEG,2,2,6,3,5,1,9,8,7,0,4
n02979186_15639.JPEG,2,2,7,6,1,4,3,9,0,8,5
n02979186_15694.JPEG,2,2,7,9,1,8,0,4,3,5,6
n02979186_15703.JPEG,2,2,6,3,4,5,8,0,9,7,1
n02979186_15747.JPEG,2,2,6,4,1,0,3,5,8,9,7
n02979186_15766.JPEG,2,2,6,9,7,8,4,1,3,5,0
n02979186_15777.JPEG,2,2,1,9,4,5,8,6,3,0,7
n02979186_15800.JPEG,2,2,6,3,7,1,9,0,4,5,8
n02979186_15824.JPEG,2,2,3,1,5,9,8,7,0,6,4
n02979186_15862.JPEG,2,2,3,0,6,1,8,7,5,4,9
n02979186_15876.JPEG,2,7,2,4,1,9,0,5,8,6,3
n02979186_15889.JPEG,2,2,3,7,6,8,5,9,1,4,0
n02979186_15901.JPEG,2,4,2,5,7,6,9,8,1,0,3
n02979186_15931.JPEG,2,7,2,6,8,1,0,5,4,9,3
n02979186_15940.JPEG,2,2,7,8,1,9,3,0,4,6,5
n02979186_15951.JPEG,2,2,7,1,6,0,3,9,8,5,4
n02979186_15953.JPEG,2,2,7,6,1,9,5,0,8,4,3
n02979186_15972.JPEG,2,6,3,2,7,8,0,9,1,5,4
n02979186_16019.JPEG,2,2,7,9,1,0,4,8,6,3,5
n02979186_16077.JPEG,2,2,7,8,4,9,0,1,5,6,3
n02979186_16101.JPEG,2,2,7,6,1,3,9,4,0,8,5
n02979186_16142.JPEG,2,2,3,9,0,8,7,6,1,4,5
n03000684_16.JPEG,3,3,8,4,9,7,0,5,1,2,6
n03000684_1618.JPEG,3,3,6,1,8,7,0,9,5,2,4
n03000684_1639.JPEG,3,3,2,8,7,5,6,9,0,1,4
n03000684_1643.JPEG,3,3,0,8,1,9,7,5,4,2,6
n03000684_1649.JPEG,3,3,6,7,4,2,9,0,5,1,8
n03000684_15950.JPEG,3,3,5,8,6,1,7,4,9,0,2
n03000684_15977.JPEG,3,3,9,1,4,6,7,0,5,8,2
n03000684_15980.JPEG,3,3,8,7,1,0,6,9,4,2,5
n03000684_15995.JPEG,3,3,6,7,0,1,5,2,9,4,8
n03000684_16018.JPEG,3,3,2,9,8,0,5,6,4,1,7
n03000684_16026.JPEG,3,0,3,1,9,5,6,2,7,8,4
n03000684_16044.JPEG,3,3,5,7,6,8,4,9,0,1,2
n03000684_16063.JPEG,3,3,1,7,4,8,6,0,5,2,9
n03000684_16066.JPEG,3,3,9,1,6,7,2,4,5,0,8
n03000684_16072.JPEG,3,3,6,8,1,5,2,9,7,0,4
n03000684_16088.JPEG,3,3,5,0,7,4,1,6,8,9,2
n03000684_16092.JPEG,3,3,1,7,6,4,0,9,5,2,8
n03000684_16095.JPEG,3,3,1,7,4,6,5,8,9,0,2
n03000684_16096.JPEG,3,4,6,3,7,9,8,0,1,5,2
n03000684_16097.JPEG,3,3,1,6,5,7,0,9,4,8,2
n03000684_16114.JPEG,3,4,3,6,0,7,8,1,9,2,5
n03000684_16134.JPEG,3,3,0,6,4,7,8,1,2,9,5
n03000684_16151.JPEG,3,3,6,7,2,4,1,9,8,0,5
n03000684_16171.JPEG,3,3,1,0,8,9,6,7,5,2,4
n03000684_16173.JPEG,3,3,1,6,8,0,7,9,2,4,5
n03000684_16188.JPEG,3,3,5,6,7,9,8,4,1,2,0
n03000684_16228.JPEG,3,3,1,6,7,4,5,9,0,2,8
n03000684_16242.JPEG,3,3,6,8,7,1,9,4,0,5,2
n03000684_16257.JPEG,3,3,1,0,4,6,8,7,2,5,9
n03000684_16280.JPEG,3,3,8,9,1,0,7,6,4,2,5
n03000684_16289.JPEG,3,3,5,4,6,9,2,1,8,7,0
n03000684_16291.JPEG,3,3,0,9,4,5,1,8,6,2,7
n03000684_16293.JPEG,3,3,6,7,5,1,9,8,4,0,2
n03000684_16306.JPEG,3,1,8,5,3,7,0,6,2,4,9
n03000684_16312.JPEG,3,3,4,8,5,7,6,0,1,9,2
n03000684_16372.JPEG,3,3,7,6,9,5,8,1,0,4,2
n03000684_16373.JPEG,3,3,4,5,6,7,1,0,8,9,2
n03000684_16374.JPEG,3,3,9,4,6,1,7,8,0,5,2
n03000684_16379.JPEG,3,3,6,0,8,9,1,2,4,5,7
n03000684_16405.JPEG,3,3,6,2,7,1,5,4,8,9,0
n03000684_16406.JPEG,3,3,2,9,1,6,0,8,7,4,5
n03000684_16431.JPEG,3,3,1,5,7,0,9,6,8,2,4
n03000684_16434.JPEG,3,3,7,1,6,9,0,8,5,2,4
n03000684_16447.JPEG,3,3,9,1,2,6,8,5,7,0,4
n03000684_16448.JPEG,3,3,5,7,4,6,1,8,9,0,2
n03000684_16460.JPEG,3,5,3,9,7,2,0,1,4,8,6
n03000684_16481.JPEG,3,3,2,5,9,0,8,4,1,6,7
n03000684_16506.JPEG,3,3,5,0,7,8,4,1,2,6,9
n03000684_16517.JPEG,3,3,5,7,4,1,2,8,0,6,9
n03000684_16537.JPEG,3,3,7,6,5,4,1,9,2,8,0
n03000684_16542.JPEG,3,3,0,8,4,7,5,1,6,9,2
n03000684_16549.JPEG,3,4,9,5,3,6,8,2,1,7,0
n03000684_16556.JPEG,3,3,7,2,8,5,9,4,0,1,6
n03000684_16576.JPEG,3,3,7,6,2,5,1,8,9,4,0
n03000684_16579.JPEG,3,3,1,6,8,5,9,0,2,7,4
n03000684_16591.JPEG,3,3,6,9,1,4,7,2,0,8,5
n03000684_16598.JPEG,3,3,6,1,9,4,5,7,0,8,2
n03000684_16608.JPEG,3,3,4,5,6,7,9,1,2,8,0
n03000684_16611.JPEG,3,3,2,0,4,6,9,8,5,1,7
n03000684_16629.JPEG,3,3,6,1,9,8,5,7,4,0,2
n03000684_16632.JPEG,3,3,1,8,0,5,6,4,9,7,2
n03000684_16635.JPEG,3,3,8,7,6,1,0,9,5,4,2
n03028079_198.JPEG,4,4,5,8,2,9,3,1,7,0,6
n03028079_206.JPEG,4,4,8,2,0,7,6,1,9,5,3
n03028079_1784.JPEG,4,4,5,6,9,2,1,0,3,7,8
n03028079_1870.JPEG,4,4,8,0,1,5,7,2,6,3,9
n03028079_1881.JPEG,4,4,5,9,0,8,2,3,1,6,7
n03028079_1922.JPEG,4,4,2,0,7,8,1,9,6,3,5
n03028079_1967.JPEG,4,4,7,3,8,2,1,0,5,6,9
n03028079_2014.JPEG,4,4,3,0,9,5,8,2,1,7,6
n03028079_2017.JPEG,4,4,8,3,2,1,7,9,0,6,5
n03028079_2023.JPEG,4,4,8,2,9,1,7,0,3,6,5
n03028079_2035.JPEG,4,4,2,6,9,5,8,0,1,3,7
n03028079_2036.JPEG,4,4,0,9,3,2,1,7,8,5,6
n03028079_2043.JPEG,4,4,1,9,2,0,3,6,8,7,5
n03028079_2044.JPEG,4,4,7,6,9,3,5,2,8,0,1
n03028079_2060.JPEG,4,4,6,8,1,3,9,2,0,5,7
n03028079_2088.JPEG,4,4,0,9,8,6,1,3,2,5,7
n03028079_2154.JPEG,4,0,3,4,6,8,7,1,9,2,5
n03028079_17779.JPEG,4,4,9,8,5,2,1,3,7,0,6
n03028079_17831.JPEG,4,4,0,5,7,3,6,8,2,1,9
n03028079_17862.JPEG,4,4,8,0,2,1,9,7,5,6,3
n03028079_17886.JPEG,4,4,9,1,7,6,8,0,3,2,5
n03028079_17922.JPEG,4,4,2,7,0,9,1,3,5,8,6
n03028079_18085.JPEG,4,4,5,9,6,1,2,7,3,8,0
n03028079_18097.JPEG,4,4,6,1,8,0,9,2,5,7,3
n03028079_18103.JPEG,4,4,2,7,8,0,1,5,9,6,3
n03028079_18335.JPEG,4,4,7,9,6,1,3,2,0,8,5
n03028079_18371.JPEG,4,4,2,1,8,0,3,9,7,6,5
n03028079_18438.JPEG,4,4,6,5,9,8,0,1,3,2,7
n03028079_18493.JPEG,4,4,8,0,6,1,9,5,2,3,7
n03028079_18558.JPEG,4,4,9,3,5,1,8,0,6,2,7
n03028079_18718.JPEG,4,4,2,0,8,1,3,9,7,5,6
n03028079_18737.JPEG,4,4,3,7,2,1,0,6,5,8,9
n03028079_19002.JPEG,4,4,9,8,2,0,6,1,7,3,5
n03028079_19192.JPEG,4,4,7,2,3,1,5,0,8,9,6
n03028079_19193.JPEG,4,4,5,3,9,2,0,8,7,1,6
n03028079_19206.JPEG,4,4,9,5,8,2,0,3,1,7,6
n03028079_19245.JPEG,4,4,3,6,0,1,7,8,5,9,2
n03028079_19501.JPEG,4,4,8,2,5,0,9,1,7,6,3
n03028079_19928.JPEG,4,4,7,8,0,1,2,3,9,5,6
n03028079_20012.JPEG,4,4,3,2,0,1,8,7,5,9,6
n03028079_20024.JPEG,4,4,6,8,0,2,9,3,1,5,7
n03028079_20038.JPEG,4,4,0,3,1,7,8,2,9,5,6
n03028079_20047.JPEG,4,4,9,8,3,1,6,0,7,2,5
n03028079_20069.JPEG,4,4,7,9,8,0,5,3,2,1,6
n03028079_20114.JPEG,4,4,8,7,0,1,3,2,9,6,5
n03028079_20167.JPEG,4,4,5,9,2,6,3,1,0,7,8
n03028079_20186.JPEG,4,4,2,0,8,6,9,1,3,5,7
n03028079_20195.JPEG,4,4,5,3,6,8,9,7,2,0,1
n03028079_20198.JPEG,4,4,8,0,5,9,1,2,6,3,7
n03028079_20210.JPEG,4,4,7,2,1,0,3,5,8,9,6
n03028079_20232.JPEG,4,4,8,0,1,5,9,6,2,3,7
n03028079_20246.JPEG,4,4,2,0,7,3,1,8,9,6,5
n03028079_20248.JPEG,4,4,8,9,6,7,2,3,1,5,0
n03028079_20298.JPEG,4,4,7,3,6,2,5,0,8,9,1
n03028079_20312.JPEG,4,4,6,1,9,0,8,7,3,5,2
n03028079_20374.JPEG,4,4,8,9,3,7,1,0,6,2,5
n03028079_20439.JPEG,4,4,6,7,2,5,0,3,9,1,8
n03028079_20443.JPEG,4,4,5,9,6,0,1,7,3,8,2
n03028079_20538.JPEG,4,4,3,0,8,2,7,6,1,5,9
n03028079_20623.JPEG,4,4,5,6,1,3,0,8,2,9,7
n03028079_20670.JPEG,4,4,8,0,9,1,2,7,5,6,3
n03028079_20888.JPEG,4,4,9,6,8,2,1,0,3,5,7
n03028079_20910.JPEG,4,4,3,5,6,1,7,8,9,0,2
n03028079_20957.JPEG,4,4,1,0,2,8,9,5,6,3,7
n03028079_20998.JPEG,4,4,6,8,0,1,9,3,5,2,7
