filename,gtlabel,topk0,topk1,topk2,topk3,topk4,topk5,topk6,topk7,topk8,topk9
n01440764_36.JPEG,0,3,0,5,1,8,2,7,4,9,6
n01440764_37.JPEG,0,0,9,4,8,2,7,5,3,6,1
n01440764_39.JPEG,0,0,4,3,6,5,7,2,8,1,9
n01440764_44.JPEG,0,0,5,3,7,8,4,6,1,9,2
n01440764_345.JPEG,0,2,0,3,1,5,8,6,9,7,4
n01440764_413.JPEG,0,0,3,5,1,6,9,7,8,2,4
n01440764_416.JPEG,0,0,6,4,9,3,8,7,2,1,5
n01440764_421.JPEG,0,0,1,2,3,4,6,8,9,5,7
n01440764_438.JPEG,0,0,3,1,5,9,4,2,8,6,7
n01440764_449.JPEG,0,0,8,3,5,2,1,4,6,7,9
n01440764_451.JPEG,0,0,2,8,7,6,3,9,1,5,4
n01440764_3425.JPEG,0,0,5,3,2,6,7,8,4,1,9
n01440764_3428.JPEG,0,8,0,9,1,4,5,7,6,2,3
n01440764_3432.JPEG,0,0,9,5,6,4,7,8,2,3,1
n01440764_3496.JPEG,0,0,1,5,3,2,6,7,9,8,4
n01440764_3509.JPEG,0,0,2,8,5,4,3,9,6,7,1
n01440764_3546.JPEG,0,0,6,2,8,3,5,4,7,9,1
n01440764_3560.JPEG,0,0,8,4,9,2,5,7,3,1,6
n01440764_3566.JPEG,0,0,3,8,1,5,6,7,9,2,4
n01440764_3603.JPEG,0,0,3,6,9,5,1,7,8,2,4
n01440764_3614.JPEG,0,0,6,5,3,9,1,2,7,4,8
n01440764_3648.JPEG,0,0,4,1,3,2,8,5,6,7,9
n01440764_3712.JPEG,0,5,3,0,6,8,1,7,2,9,4
n01440764_3713.JPEG,0,0,7,6,5,9,8,2,3,4,1
n01440764_3724.JPEG,0,0,8,2,9,5,7,1,3,4,6
n01440764_3725.JPEG,0,0,8,3,6,7,1,2,9,5,4
n01440764_3756.JPEG,0,0,9,6,5,7,3,2,1,8,4
n01440764_3760.JPEG,0,0,8,3,6,5,1,9,4,7,2
n01440764_3761.JPEG,0,0,5,3,8,7,2,4,9,6,1
n01440764_3778.JPEG,0,0,6,8,2,7,3,4,9,5,1
n01440764_3779.JPEG,0,0,3,5,8,1,6,4,7,9,2
n01440764_3781.JPEG,0,0,5,3,7,2,1,8,6,4,9
n01440764_3782.JPEG,0,0,3,4,9,5,1,2,7,6,8
n01440764_3815.JPEG,0,0,7,3,8,2,1,6,9,5,4
n01440764_3817.JPEG,0,0,4,3,1,2,9,5,6,8,7
n01440764_3849.JPEG,0,0,7,3,1,5,6,4,9,2,8
n01440764_3858.JPEG,0,3,0,5,1,6,7,9,8,4,2
n01440764_3867.JPEG,0,0,6,4,8,9,5,7,1,2,3
n01440764_3888.JPEG,0,0,8,3,4,9,6,1,5,2,7
n01440764_3937.JPEG,0,0,6,1,3,8,7,2,9,4,5
n01440764_3966.JPEG,0,0,8,3,1,6,2,5,4,7,9
n01440764_3969.JPEG,0,0,3,2,9,6,7,1,4,5,8
n01440764_3997.JPEG,0,0,2,8,6,3,9,7,5,4,1
n01440764_4003.JPEG,0,0,6,4,3,9,7,5,1,8,2
n01440764_4005.JPEG,0,0,5,3,2,8,7,9,4,6,1
n01440764_4058.JPEG,0,0,6,2,1,3,7,5,9,4,8
n01440764_4074.JPEG,0,3,0,1,5,9,8,6,7,2,4
n01440764_4106.JPEG,0,9,0,1,6,3,8,4,7,5,2
n01440764_4167.JPEG,0,0,9,1,3,4,5,7,6,8,2
n01440764_4221.JPEG,0,0,3,8,2,4,9,5,7,6,1
n01440764_4245.JPEG,0,0,4,1,9,6,2,3,5,8,7
n01440764_4260.JPEG,0,0,5,1,6,8,9,7,3,2,4
n01440764_4279.JPEG,0,0,3,1,9,6,4,8,5,7,2
n01440764_4341.JPEG,0,0,3,8,5,6,9,4,1,7,2
n01440764_4360.JPEG,0,0,6,2,3,1,7,5,8,9,4
n01440764_4377.JPEG,0,0,5,2,6,8,7,4,1,3,9
n01440764_4397.JPEG,0,5,0,8,1,3,9,7,2,6,4
n01440764_4409.JPEG,0,0,2,3,8,6,7,4,9,5,1
n01440764_4436.JPEG,0,0,3,8,4,9,5,7,1,6,2
n01440764_4448.JPEG,0,0,3,6,7,5,1,9,4,8,2
n01440764_4478.JPEG,0,4,6,3,1,7,0,9,5,8,2
