filename,gtlabel,topk0,topk1,topk2,topk3,topk4,topk5,topk6,topk7,topk8,topk9
n01440764_547.JPEG,0,0,4,3,2,7,6,1,9,5,8
n01440764_574.JPEG,0,0,8,1,7,5,4,2,6,3,9
n01440764_575.JPEG,0,0,1,5,2,7,8,9,4,6,3
n01440764_600.JPEG,0,0,3,8,4,5,9,1,7,6,2
n01440764_5361.JPEG,0,0,5,4,2,8,9,1,6,7,3
n01440764_5364.JPEG,0,0,7,3,4,1,2,5,8,6,9
n01440764_5366.JPEG,0,0,5,3,7,6,4,2,9,1,8
n01440764_5376.JPEG,0,0,4,5,9,2,6,7,1,8,3
n01440764_5410.JPEG,0,0,9,2,5,4,1,7,3,6,8
n01440764_5428.JPEG,0,0,5,4,8,7,1,2,9,6,3
n01440764_5432.JPEG,0,1,5,2,8,0,7,4,9,3,6
n01440764_5456.JPEG,0,0,8,3,5,1,7,2,4,6,9
n01440764_5477.JPEG,0,3,0,8,9,5,6,1,7,4,2
n01440764_5481.JPEG,0,0,4,8,7,1,3,6,9,5,2
n01440764_5490.JPEG,0,0,2,5,7,8,6,1,4,3,9
n01440764_5501.JPEG,0,0,7,2,4,8,3,5,1,6,9
n01440764_5514.JPEG,0,0,5,2,8,4,1,9,7,6,3
n01440764_5535.JPEG,0,4,7,0,6,2,3,8,1,5,9
n01440764_5549.JPEG,0,0,9,4,2,3,8,7,6,5,1
n01440764_5579.JPEG,0,0,2,4,8,3,1,7,9,6,5
n01440764_5623.JPEG,0,0,2,6,1,8,4,7,9,5,3
n01440764_5628.JPEG,0,0,9,8,1,4,2,5,3,7,6
n01440764_5633.JPEG,0,0,3,1,5,2,8,7,6,9,4
n01440764_5634.JPEG,0,0,1,5,4,3,8,7,9,2,6
n01440764_5636.JPEG,0,0,2,1,5,4,7,8,3,6,9
n01440764_5638.JPEG,0,0,5,4,1,3,8,2,7,6,9
n01440764_5642.JPEG,0,0,8,3,4,9,7,1,6,5,2
n01440764_5647.JPEG,0,0,8,3,4,2,7,5,1,6,9
n01440764_5658.JPEG,0,0,1,3,7,5,2,9,8,6,4
n01440764_5668.JPEG,0,0,3,6,7,4,1,8,2,9,5
n01440764_5680.JPEG,0,0,9,1,5,7,6,4,8,2,3
n01440764_5687.JPEG,0,0,8,2,5,3,7,1,6,4,9
n01440764_5690.JPEG,0,9,7,2,8,3,1,0,4,6,5
n01440764_5696.JPEG,0,0,3,1,6,7,4,5,2,9,8
n01440764_5698.JPEG,0,0,7,2,3,9,8,6,4,1,5
n01440764_5709.JPEG,0,0,1,6,2,7,9,4,5,3,8
n01440764_5731.JPEG,0,0,5,9,3,7,1,4,2,8,6
n01440764_5763.JPEG,0,0,8,2,3,1,7,4,6,5,9
n01440764_5776.JPEG,0,0,4,9,6,2,7,5,1,8,3
n01440764_5781.JPEG,0,0,5,9,4,1,2,7,6,8,3
n01440764_5785.JPEG,0,0,8,5,2,4,7,6,1,9,3
n01440764_5802.JPEG,0,0,1,9,7,6,4,3,5,2,8
n01440764_5848.JPEG,0,0,5,7,3,6,1,2,8,4,9
n01440764_5861.JPEG,0,0,8,7,2,4,3,5,9,1,6
n01440764_5869.JPEG,0,3,0,5,7,1,6,9,4,2,8
n01440764_5879.JPEG,0,0,3,9,1,7,5,4,6,2,8
n01440764_5902.JPEG,0,3,1,0,7,8,6,4,5,2,9
n01440764_5908.JPEG,0,0,2,4,7,8,5,3,6,1,9
n01440764_5911.JPEG,0,0,8,4,5,9,1,6,7,2,3
n01440764_5927.JPEG,0,0,4,6,5,2,7,1,8,9,3
n01440764_5941.JPEG,0,0,3,7,5,2,8,4,9,1,6
n01440764_5946.JPEG,0,0,9,5,4,2,8,7,3,1,6
n01440764_5966.JPEG,0,9,1,6,0,4,2,8,7,5,3
n01440764_5969.JPEG,0,0,2,5,6,7,8,9,3,1,4
n01440764_5990.JPEG,0,0,1,3,2,5,7,4,9,6,8
n01440764_5993.JPEG,0,0,3,8,7,2,5,4,6,1,9
n01440764_6021.JPEG,0,0,9,2,5,3,6,7,1,8,4
n01440764_6044.JPEG,0,0,2,3,4,7,1,9,8,5,6
n01440764_6049.JPEG,0,0,4,7,3,6,5,1,9,8,2
n01440764_6052.JPEG,0,0,2,5,7,8,4,1,9,3,6
n01440764_6075.JPEG,0,0,2,5,6,7,4,9,8,1,3
n01440764_6118.JPEG,0,0,2,4,5,6,7,8,3,9,1
n01440764_6130.JPEG,0,0,2,8,6,4,7,9,1,3,5
n01440764_6146.JPEG,0,0,2,4,5,7,8,1,9,6,3
n01440764_6157.JPEG,0,0,8,1,4,7,6,5,3,2,9
n01440764_6159.JPEG,0,0,6,1,2,9,7,4,8,3,5
n01440764_6163.JPEG,0,0,2,4,1,8,7,3,6,5,9
n02102040_55.JPEG,1,1,8,9,6,4,5,2,7,0,3
n02102040_551.JPEG,1,1,6,4,9,3,7,0,5,2,8
n02102040_562.JPEG,1,1,3,0,8,5,9,2,7,4,6
n02102040_563.JPEG,1,1,2,5,4,7,6,9,8,0,3
n02102040_565.JPEG,1,1,3,6,9,2,7,5,4,8,0
n02102040_566.JPEG,1,5,3,1,0,2,4,7,9,8,6
n02102040_567.JPEG,1,1,5,2,9,0,3,8,7,6,4
n02102040_569.JPEG,1,1,3,0,7,8,5,6,4,2,9
n02102040_571.JPEG,1,1,3,8,7,6,4,2,0,9,5
n02102040_573.JPEG,1,1,5,0,9,3,7,6,8,2,4
n02102040_574.JPEG,1,1,6,0,9,2,3,4,8,7,5
n02102040_580.JPEG,1,1,5,0,6,7,4,9,2,8,3
n02102040_584.JPEG,1,1,5,8,4,7,9,2,6,0,3
n02102040_585.JPEG,1,1,7,3,6,5,9,4,8,2,0
n02102040_5497.JPEG,1,1,8,4,0,9,3,6,5,7,2
n02102040_5502.JPEG,1,1,9,8,5,6,3,0,7,4,2
n02102040_5503.JPEG,1,1,9,6,8,0,2,5,3,7,4
n02102040_5513.JPEG,1,1,3,6,9,7,5,2,0,8,4
n02102040_5514.JPEG,1,1,0,8,3,2,6,7,5,9,4
n02102040_5528.JPEG,1,1,7,5,3,4,6,0,2,8,9
n02102040_5535.JPEG,1,1,8,0,2,7,3,4,6,9,5
n02102040_5549.JPEG,1,1,3,7,0,8,4,2,6,9,5
n02102040_5553.JPEG,1,1,8,0,9,2,6,7,4,5,3
n02102040_5568.JPEG,1,1,3,9,5,6,7,8,2,0,4
n02102040_5580.JPEG,1,1,8,2,0,7,6,4,5,3,9
n02102040_5584.JPEG,1,1,2,3,6,4,9,8,7,0,5
n02102040_5604.JPEG,1,1,9,2,5,0,6,4,3,8,7
n02102040_5620.JPEG,1,1,5,7,2,9,0,3,6,8,4
n02102040_5627.JPEG,1,1,8,6,3,2,9,4,0,7,5
n02102040_5635.JPEG,1,1,6,7,5,3,2,8,0,4,9
n02102040_5641.JPEG,1,1,9,2,8,6,5,0,7,4,3
n02102040_5648.JPEG,1,1,3,6,5,4,7,8,2,0,9
n02102040_5658.JPEG,1,1,5,8,4,6,3,2,7,9,0
n02102040_5666.JPEG,1,1,0,4,2,8,6,5,7,3,9
n02102040_5681.JPEG,1,1,7,6,5,0,9,4,3,2,8
n02102040_5684.JPEG,1,1,3,0,7,9,5,6,8,4,2
n02102040_5704.JPEG,1,1,2,6,4,7,3,0,8,5,9
n02102040_5712.JPEG,1,1,4,2,0,6,9,7,8,5,3
n02102040_5715.JPEG,1,1,4,5,6,2,8,3,7,9,0
n02102040_5724.JPEG,1,1,2,4,9,5,7,8,6,0,3
n02102040_5739.JPEG,1,1,9,6,2,8,5,4,0,3,7
n02102040_5746.JPEG,1,1,3,8,5,9,6,7,2,0,4
n02102040_5754.JPEG,1,1,5,3,7,0,2,6,8,9,4
n02102040_5756.JPEG,1,1,5,4,3,7,6,0,9,2,8
n02102040_5778.JPEG,1,1,8,4,2,7,6,0,3,9,5
n02102040_5790.JPEG,1,1,3,0,8,4,9,6,5,2,7
n02102040_5802.JPEG,1,1,5,3,7,9,8,0,2,6,4
n02102040_5810.JPEG,1,1,7,6,3,2,5,0,4,9,8
n02102040_5813.JPEG,1,1,4,8,2,7,5,6,9,0,3
n02102040_5823.JPEG,1,1,2,5,8,7,0,4,9,3,6
n02102040_5827.JPEG,1,1,5,0,6,4,7,8,2,9,3
n02102040_5834.JPEG,1,1,2,7,3,9,5,4,6,8,0
n02102040_5845.JPEG,1,1,5,0,2,7,6,3,9,8,4
n02102040_5849.JPEG,1,1,8,0,2,7,6,5,3,4,9
n02102040_5850.JPEG,1,1,3,6,5,8,0,4,2,7,9
n02102040_5851.JPEG,1,1,0,5,3,4,8,9,6,2,7
n02102040_5855.JPEG,1,1,4,8,3,6,9,7,5,2,0
n02102040_5866.JPEG,1,1,4,6,7,2,9,8,5,3,0
n02102040_5871.JPEG,1,1,3,8,0,5,6,9,7,2,4
n02102040_5879.JPEG,1,1,9,6,3,2,0,4,8,7,5
n02102040_5881.JPEG,1,1,4,9,6,7,5,0,2,8,3
n02102040_5883.JPEG,1,1,8,2,5,7,0,9,4,6,3
n02102040_5885.JPEG,1,1,6,4,9,2,7,5,0,8,3
n02102040_5890.JPEG,1,1,6,2,5,7,0,9,4,8,3
n02102040_5898.JPEG,1,1,8,0,5,9,3,4,2,6,7
n02102040_5900.JPEG,1,1,4,9,5,8,6,7,0,3,2
n02102040_5908.JPEG,1,1,0,3,8,7,2,6,5,9,4
n02102040_5909.JPEG,1,1,4,2,6,5,7,8,9,3,0
n02979186_280.JPEG,2,2,1,5,3,6,9,0,8,7,4
n02979186_287.JPEG,2,2,7,3,8,9,1,4,5,0,6
n02979186_293.JPEG,2,2,5,7,8,4,9,3,0,1,6
n02979186_294.JPEG,2,2,7,8,3,5,4,1,9,0,6
