filename,gtlabel,topk0,topk1,topk2,topk3,topk4,topk5,topk6,topk7,topk8,topk9
n01440764_96.JPEG,0,0,2,4,9,3,7,6,8,5,1
n01440764_97.JPEG,0,0,8,4,3,2,9,1,5,6,7
n01440764_985.JPEG,0,0,3,1,5,8,7,6,9,4,2
n01440764_993.JPEG,0,0,3,1,9,6,4,5,8,7,2
n01440764_9437.JPEG,0,0,1,8,3,4,5,9,6,7,2
n01440764_9442.JPEG,0,0,8,9,5,2,4,6,3,1,7
n01440764_9456.JPEG,0,0,3,8,5,9,1,4,6,7,2
n01440764_9463.JPEG,0,0,8,6,3,2,1,9,4,7,5
n01440764_9465.JPEG,0,0,8,5,9,2,7,3,1,6,4
n01440764_9471.JPEG,0,0,3,6,1,9,7,8,5,2,4
n01440764_9491.JPEG,0,1,0,3,8,6,4,7,2,5,9
n01440764_9504.JPEG,0,0,3,8,1,4,6,5,9,7,2
n01440764_9518.JPEG,0,0,9,4,6,8,5,1,2,3,7
n01440764_9523.JPEG,0,0,4,8,6,2,7,1,9,5,3
n01440764_9533.JPEG,0,0,4,8,2,3,5,1,9,7,6
n01440764_9543.JPEG,0,0,6,7,2,9,1,3,8,5,4
n01440764_9563.JPEG,0,6,9,0,4,2,1,3,7,5,8
n01440764_9567.JPEG,0,0,3,9,5,6,8,7,1,4,2
n01440764_9568.JPEG,0,3,4,5,0,1,7,9,8,2,6
n01440764_9572.JPEG,0,6,0,3,4,7,1,5,2,8,9
n01440764_9577.JPEG,0,0,3,7,1,9,5,4,6,8,2
n01440764_9595.JPEG,0,0,1,5,3,9,8,7,4,2,6
n01440764_9605.JPEG,0,0,6,3,2,9,8,4,5,7,1
n01440764_9609.JPEG,0,0,3,6,1,7,5,2,9,8,4
n01440764_9621.JPEG,0,0,5,2,4,7,1,3,6,9,8
n01440764_9627.JPEG,0,0,3,1,8,5,6,9,4,2,7
n01440764_9638.JPEG,0,0,3,9,7,1,5,8,2,6,4
n01440764_9642.JPEG,0,0,9,8,3,7,5,1,2,4,6
n01440764_9649.JPEG,0,0,6,4,3,1,8,9,5,2,7
n01440764_9665.JPEG,0,0,6,4,1,7,8,9,3,5,2
n01440764_9667.JPEG,0,0,4,9,6,1,8,3,5,2,7
n01440764_9678.JPEG,0,0,5,1,4,2,7,8,3,9,6
n01440764_9695.JPEG,0,0,3,6,4,1,8,9,7,5,2
n01440764_9697.JPEG,0,0,3,9,5,7,6,1,8,2,4
n01440764_9706.JPEG,0,0,6,9,1,2,3,8,4,7,5
n01440764_9720.JPEG,0,0,3,1,5,9,7,6,8,2,4
n01440764_9747.JPEG,0,0,5,1,3,8,6,2,9,7,4
n01440764_9749.JPEG,0,3,0,9,5,6,7,8,1,2,4
