filename,gtlabel,topk0,topk1,topk2,topk3,topk4,topk5,topk6,topk7,topk8,topk9
n01440764_1263.JPEG,0,1,0,3,4,5,8,2,6,7,9
n01440764_1272.JPEG,0,0,5,1,8,4,3,2,6,9,7
n01440764_1278.JPEG,0,0,3,4,1,5,9,6,2,8,7
n01440764_1284.JPEG,0,0,4,3,9,6,8,5,7,1,2
n01440764_1302.JPEG,0,1,8,5,0,2,4,9,6,3,7
n01440764_1310.JPEG,0,8,5,1,9,3,0,2,6,4,7
n01440764_1313.JPEG,0,0,4,5,6,1,2,8,7,3,9
n01440764_1336.JPEG,0,8,0,9,5,4,1,3,2,6,7
n01440764_12468.JPEG,0,0,3,8,4,9,1,6,5,2,7
n01440764_12494.JPEG,0,0,4,8,9,2,5,7,1,6,3
n01440764_12498.JPEG,0,0,3,1,8,5,4,2,6,7,9
n01440764_12502.JPEG,0,0,4,5,6,7,9,3,1,8,2
n01440764_12523.JPEG,0,1,0,8,3,5,7,9,6,2,4
n01440764_12534.JPEG,0,1,0,8,4,5,3,7,2,6,9
n01440764_12548.JPEG,0,0,3,4,9,2,8,6,1,5,7
n01440764_12554.JPEG,0,0,5,3,1,8,6,4,2,7,9
n01440764_12557.JPEG,0,0,8,4,9,6,1,2,5,7,3
n01440764_12571.JPEG,0,0,4,5,6,3,1,8,7,9,2
n01440764_12572.JPEG,0,0,2,5,4,6,8,9,3,7,1
n01440764_12573.JPEG,0,0,3,6,7,8,5,1,4,9,2
n01440764_12586.JPEG,0,0,4,6,3,9,7,1,5,2,8
n01440764_12595.JPEG,0,0,3,1,4,5,6,8,9,7,2
n01440764_12619.JPEG,0,0,3,9,8,6,5,4,7,2,1
n01440764_12620.JPEG,0,0,4,5,2,7,8,9,3,6,1
n01440764_12632.JPEG,0,0,2,8,4,5,9,1,3,7,6
n01440764_12635.JPEG,0,0,8,4,2,5,9,7,6,1,3
n01440764_12659.JPEG,0,0,4,8,6,1,5,9,7,2,3
n01440764_12689.JPEG,0,0,5,1,4,9,6,3,2,8,7
n01440764_12702.JPEG,0,0,1,5,3,6,8,2,4,7,9
n01440764_12708.JPEG,0,0,5,3,8,9,4,1,7,6,2
n01440764_12732.JPEG,0,0,1,3,5,8,6,2,9,4,7
n01440764_12785.JPEG,0,0,5,8,4,2,7,3,1,6,9
n01440764_12817.JPEG,0,0,3,5,8,1,6,7,4,2,9
n01440764_12848.JPEG,0,0,8,1,4,3,5,9,7,2,6
n01440764_12881.JPEG,0,0,5,4,7,2,9,3,6,8,1
n01440764_12889.JPEG,0,0,4,9,5,2,6,8,3,1,7
n01440764_12898.JPEG,0,0,8,3,1,4,6,9,2,7,5
n01440764_12917.JPEG,0,0,1,4,8,5,9,2,3,7,6
n01440764_12925.JPEG,0,9,8,3,5,2,6,1,4,7,0
