filename,gtlabel,topk0,topk1,topk2,topk3,topk4,topk5,topk6,topk7,topk8,topk9
n01440764_457.JPEG,0,0,2,8,5,6,1,4,7,9,3
n01440764_458.JPEG,0,0,8,9,5,6,4,1,7,3,2
n01440764_459.JPEG,0,0,8,5,4,2,9,7,1,6,3
n01440764_467.JPEG,0,0,6,2,5,9,3,7,1,4,8
n01440764_485.JPEG,0,0,6,8,2,7,1,5,4,9,3
n01440764_490.JPEG,0,0,4,5,8,3,7,2,6,1,9
n01440764_505.JPEG,0,0,4,8,2,5,1,7,6,9,3
n01440764_519.JPEG,0,0,9,4,2,6,5,7,1,8,3
n01440764_522.JPEG,0,0,5,3,2,6,7,1,9,8,4
n01440764_529.JPEG,0,0,8,4,7,5,3,2,6,1,9
n01440764_4557.JPEG,0,0,8,7,2,6,9,1,4,5,3
n01440764_4562.JPEG,0,0,4,2,8,1,6,9,7,5,3
n01440764_4565.JPEG,0,0,4,2,8,9,3,7,1,6,5
n01440764_4566.JPEG,0,0,8,1,9,2,4,5,7,6,3
n01440764_4597.JPEG,0,0,3,1,8,6,9,7,2,5,4
n01440764_4611.JPEG,0,0,6,7,9,2,1,3,5,4,8
n01440764_4613.JPEG,0,0,3,6,9,4,7,2,1,5,8
n01440764_4616.JPEG,0,0,7,9,3,6,2,1,4,5,8
n01440764_4669.JPEG,0,0,3,1,6,7,8,4,5,9,2
n01440764_4681.JPEG,0,0,3,6,9,8,7,1,4,5,2
n01440764_4688.JPEG,0,0,5,2,7,3,1,4,8,9,6
n01440764_4726.JPEG,0,8,3,1,6,5,7,4,2,0,9
n01440764_4737.JPEG,0,0,1,8,6,4,7,2,9,3,5
n01440764_4744.JPEG,0,0,9,4,1,8,7,2,5,6,3
n01440764_4804.JPEG,0,0,7,9,5,8,4,1,3,6,2
n01440764_4852.JPEG,0,0,3,8,1,5,6,4,2,7,9
n01440764_4903.JPEG,0,0,3,1,8,2,5,7,6,9,4
n01440764_4906.JPEG,0,0,8,4,7,2,9,5,6,1,3
n01440764_4913.JPEG,0,0,9,2,7,4,1,6,5,8,3
n01440764_4934.JPEG,0,0,3,9,2,5,8,4,6,7,1
n01440764_4937.JPEG,0,0,3,8,6,4,7,9,5,2,1
n01440764_4942.JPEG,0,0,3,1,4,5,2,7,8,9,6
n01440764_4962.JPEG,0,0,2,6,5,3,1,7,8,9,4
n01440764_4965.JPEG,0,5,0,6,3,2,7,4,9,1,8
n01440764_4979.JPEG,0,0,9,8,7,1,4,5,6,3,2
n01440764_4980.JPEG,0,0,4,8,6,5,2,7,9,1,3
n01440764_4983.JPEG,0,0,3,8,6,5,2,1,7,4,9
n01440764_4988.JPEG,0,0,8,5,7,1,2,4,6,9,3
n01440764_5003.JPEG,0,0,6,9,4,7,8,2,1,5,3
n01440764_5043.JPEG,0,0,1,8,6,7,9,5,2,3,4
n01440764_5066.JPEG,0,0,3,5,8,7,1,2,9,4,6
n01440764_5068.JPEG,0,0,3,4,5,2,6,9,7,8,1
n01440764_5081.JPEG,0,0,4,1,3,9,8,5,7,6,2
n01440764_5087.JPEG,0,0,2,6,4,5,7,9,8,1,3
n01440764_5089.JPEG,0,0,5,2,4,6,7,1,8,9,3
n01440764_5091.JPEG,0,0,5,3,4,1,2,7,6,9,8
n01440764_5103.JPEG,0,0,4,8,5,7,1,9,2,6,3
n01440764_5108.JPEG,0,0,1,3,2,9,4,7,6,8,5
n01440764_5112.JPEG,0,0,3,1,8,6,4,5,9,7,2
n01440764_5133.JPEG,0,0,7,9,4,5,6,2,8,1,3
n01440764_5148.JPEG,0,0,9,8,7,6,5,1,4,2,3
n01440764_5154.JPEG,0,0,8,9,4,1,3,5,2,6,7
n01440764_5163.JPEG,0,0,1,4,5,9,8,7,6,2,3
n01440764_5173.JPEG,0,0,1,4,7,6,3,9,8,5,2
n01440764_5176.JPEG,0,0,9,4,1,6,8,7,2,5,3
n01440764_5203.JPEG,0,0,3,5,7,8,2,9,6,4,1
n01440764_5209.JPEG,0,0,8,1,3,7,9,6,5,4,2
n01440764_5213.JPEG,0,0,8,5,7,3,9,2,1,4,6
n01440764_5225.JPEG,0,0,8,7,4,1,2,5,6,9,3
n01440764_5232.JPEG,0,0,5,2,8,4,7,9,6,1,3
n01440764_5239.JPEG,0,0,8,1,6,9,2,4,7,5,3
n01440764_5256.JPEG,0,0,9,7,4,8,6,2,1,5,3
n01440764_5286.JPEG,0,0,3,4,8,9,2,5,6,1,7
n01440764_5295.JPEG,0,0,4,1,9,6,2,8,7,3,5
n01440764_5314.JPEG,0,0,4,9,2,8,5,3,1,7,6
n01440764_5339.JPEG,0,0,1,9,2,6,4,7,3,8,5
n01440764_5345.JPEG,0,0,3,7,6,1,4,2,5,8,9
n02102040_505.JPEG,1,1,2,4,9,3,7,0,5,6,8
n02102040_514.JPEG,1,1,6,7,5,2,8,3,0,9,4
n02102040_516.JPEG,1,1,5,8,0,2,6,7,9,3,4
n02102040_519.JPEG,1,1,0,3,4,2,5,7,8,6,9
n02102040_521.JPEG,1,1,9,3,5,2,7,4,6,0,8
n02102040_524.JPEG,1,1,9,2,5,6,3,4,7,8,0
n02102040_528.JPEG,1,1,3,7,4,6,2,8,9,5,0
n02102040_535.JPEG,1,1,7,6,3,4,2,9,0,5,8
n02102040_536.JPEG,1,1,5,7,2,9,3,8,0,6,4
n02102040_538.JPEG,1,1,0,3,5,6,2,7,9,8,4
n02102040_539.JPEG,1,1,3,9,6,8,4,5,7,0,2
n02102040_5030.JPEG,1,1,9,8,2,5,4,7,6,0,3
n02102040_5033.JPEG,1,1,5,4,9,6,2,0,7,8,3
n02102040_5037.JPEG,1,1,2,4,6,7,9,5,8,3,0
n02102040_5057.JPEG,1,1,7,2,4,5,9,6,8,0,3
n02102040_5060.JPEG,1,1,9,7,5,6,8,3,2,4,0
n02102040_5061.JPEG,1,1,4,6,2,7,5,8,9,0,3
n02102040_5070.JPEG,1,1,9,2,0,4,8,5,7,6,3
n02102040_5091.JPEG,1,1,9,0,2,4,7,6,8,5,3
n02102040_5095.JPEG,1,1,9,3,7,6,4,5,0,8,2
n02102040_5096.JPEG,1,1,7,5,4,2,6,9,8,0,3
n02102040_5099.JPEG,1,1,5,4,6,7,0,9,2,8,3
n02102040_5101.JPEG,1,1,9,5,0,4,6,3,8,2,7
n02102040_5120.JPEG,1,1,3,9,2,7,4,6,5,8,0
n02102040_5125.JPEG,1,1,9,2,7,5,6,4,0,8,3
n02102040_5128.JPEG,1,1,9,6,4,0,7,5,8,2,3
n02102040_5133.JPEG,1,1,2,4,5,9,8,6,7,0,3
n02102040_5136.JPEG,1,1,3,8,7,2,4,5,6,9,0
n02102040_5145.JPEG,1,1,5,9,6,4,7,2,0,8,3
n02102040_5156.JPEG,1,1,0,7,8,9,4,2,6,5,3
n02102040_5163.JPEG,1,1,2,0,6,8,5,7,4,9,3
n02102040_5167.JPEG,1,1,6,2,9,7,3,5,4,0,8
n02102040_5168.JPEG,1,1,5,0,2,9,6,7,4,8,3
n02102040_5170.JPEG,1,1,3,8,4,2,7,5,6,9,0
n02102040_5173.JPEG,1,1,6,9,0,7,8,2,4,5,3
n02102040_5194.JPEG,1,1,0,7,4,2,5,9,3,8,6
n02102040_5196.JPEG,1,1,9,2,8,5,4,7,6,0,3
n02102040_5207.JPEG,1,1,2,6,7,0,4,5,9,8,3
n02102040_5213.JPEG,1,1,5,9,8,2,7,0,4,6,3
n02102040_5214.JPEG,1,1,0,3,4,9,6,7,2,5,8
n02102040_5216.JPEG,1,1,0,5,2,7,4,3,6,9,8
n02102040_5227.JPEG,1,1,6,2,5,0,7,9,3,8,4
n02102040_5247.JPEG,1,1,5,9,2,6,0,7,8,4,3
n02102040_5272.JPEG,1,1,2,4,6,9,5,8,3,7,0
n02102040_5283.JPEG,1,1,5,9,0,2,4,8,6,7,3
n02102040_5308.JPEG,1,1,3,9,6,7,5,8,2,4,0
n02102040_5311.JPEG,1,1,6,9,2,8,4,0,7,3,5
n02102040_5345.JPEG,1,1,5,9,2,6,4,8,0,7,3
n02102040_5353.JPEG,1,1,3,8,2,0,5,7,4,9,6
n02102040_5356.JPEG,1,1,9,0,2,7,6,4,8,5,3
n02102040_5370.JPEG,1,1,5,6,8,4,9,7,2,0,3
n02102040_5373.JPEG,1,1,2,5,8,7,4,9,3,6,0
n02102040_5376.JPEG,1,1,5,3,6,7,9,2,8,4,0
n02102040_5388.JPEG,1,1,9,2,4,5,6,8,7,0,3
n02102040_5389.JPEG,1,1,9,2,4,6,3,8,5,7,0
n02102040_5390.JPEG,1,1,7,4,5,2,6,8,3,0,9
n02102040_5395.JPEG,1,1,8,3,6,5,7,9,0,4,2
n02102040_5405.JPEG,1,1,5,2,6,7,8,9,0,3,4
n02102040_5408.JPEG,1,1,0,3,2,7,5,6,4,8,9
n02102040_5419.JPEG,1,1,0,4,6,7,8,5,2,3,9
n02102040_5423.JPEG,1,1,2,9,0,4,6,7,8,5,3
n02102040_5429.JPEG,1,1,2,4,7,9,6,8,0,5,3
n02102040_5442.JPEG,1,1,8,4,2,3,6,5,7,0,9
n02102040_5448.JPEG,1,1,3,6,7,8,9,5,4,0,2
n02102040_5449.JPEG,1,1,5,9,2,4,6,7,0,8,3
n02102040_5453.JPEG,1,1,2,5,6,7,9,4,3,0,8
n02102040_5468.JPEG,1,1,5,8,6,0,7,4,2,9,3
n02102040_5488.JPEG,1,1,7,6,9,5,3,8,2,0,4
n02979186_254.JPEG,2,2,7,3,6,1,4,8,0,9,5
n02979186_258.JPEG,2,2,6,5,1,0,8,9,3,7,4
n02979186_260.JPEG,2,2,6,7,1,8,0,3,4,5,9
n02979186_268.JPEG,2,2,8,7,9,3,6,4,5,1,0
